河南省郑州市金水区河南中医学院第二附属医院-2住院部,34.807853,113.656974,东风路122号,"""",",",[,],"[""河南省郑州市金水区河南中医学院第二附属医院-2住院部"",113.656974,34.807853],"
河南省郑州市金水区郑州市妇幼保健院-住院部,34.771111,113.6589,金水路41号郑州市妇幼保健院内,"""",",",[,],"[""河南省郑州市金水区郑州市妇幼保健院-住院部"",113.6589,34.771111],"
河南省郑州市金水区郑州颐和医院-住院部B,34.781158,113.754207,农业东路69号郑州颐和医院内,"""",",",[,],"[""河南省郑州市金水区郑州颐和医院-住院部B"",113.754207,34.781158],"
河南省郑州市金水区郑州九院老年病房楼,34.793802,113.636402,京广快速路与京广快速路出口交叉口东北,"""",",",[,],"[""河南省郑州市金水区郑州九院老年病房楼"",113.636402,34.793802],"
河南省郑州市金水区郑州颐和医院-急诊,34.78295,113.756021,农业东路69号郑州颐和医院内,"""",",",[,],"[""河南省郑州市金水区郑州颐和医院-急诊"",113.756021,34.78295],"
河南省郑州市二七区郑州大学第一附属医院-医学装备部,34.757563,113.651968,大学北路东150米,"""",",",[,],"[""河南省郑州市二七区郑州大学第一附属医院-医学装备部"",113.651968,34.757563],"
河南省郑州市金水区河南省中医院-1住院部,34.808007,113.658158,河南省郑州市金水区东风路6号河南省中医院内,"""",",",[,],"[""河南省郑州市金水区河南省中医院-1住院部"",113.658158,34.808007],"
河南省郑州市二七区郑州市骨科医院-住院部,34.743713,113.643771,郑州市骨科医院西院区6号楼住院部,"""",",",[,],"[""河南省郑州市二七区郑州市骨科医院-住院部"",113.643771,34.743713],"
河南省郑州市巩义市巩义市中医院-住院部,34.753363,112.989516,河南省郑州市巩义市中医院(新华路西),"""",",",[,],"[""河南省郑州市巩义市巩义市中医院-住院部"",112.989516,34.753363],"
河南省郑州市中原区河南省现代医学研究院,34.773539,113.623023,郑州市中原区金水西路与桐柏北路交叉路口东北侧(桐柏路116号院东侧约50米),"""",",",[,],"[""河南省郑州市中原区河南省现代医学研究院"",113.623023,34.773539],"
河南省郑州市金水区郑州市儿童医院东区医院-急诊,34.784167,113.760233,龙湖外环东路33号郑州市儿童医院东区医院内,"""",",",[,],"[""河南省郑州市金水区郑州市儿童医院东区医院-急诊"",113.760233,34.784167],"
河南省郑州市巩义市巩义市人民医院-急诊,34.755459,112.988214,河南省郑州市巩义市人民路117,"""",",",[,],"[""河南省郑州市巩义市巩义市人民医院-急诊"",112.988214,34.755459],"
河南省郑州市惠济区郑州大学第四附属医院-住院部,34.827182,113.626853,南阳路169号附10号,"""",",",[,],"[""河南省郑州市惠济区郑州大学第四附属医院-住院部"",113.626853,34.827182],"
河南省郑州市金水区河南中医学院第一附属医院-住院部,34.765302,113.680744,人民路19号,"""",",",[,],"[""河南省郑州市金水区河南中医学院第一附属医院-住院部"",113.680744,34.765302],"
河南省郑州市金水区郑州大桥医院-住院部,34.800288,113.648931,群办路13号郑州大桥医院住院部,"""",",",[,],"[""河南省郑州市金水区郑州大桥医院-住院部"",113.648931,34.800288],"
河南省郑州市金水区河南省人民医院-西住院部,34.779263,113.701468,纬五路7号河南省人民医院内,"""",",",[,],"[""河南省郑州市金水区河南省人民医院-西住院部"",113.701468,34.779263],"
河南省郑州市金水区河南省省直第一医院-急诊,34.773886,113.692735,河南省郑州市金水区政五街1,"""",",",[,],"[""河南省郑州市金水区河南省省直第一医院-急诊"",113.692735,34.773886],"
河南省郑州市管城回族区郑州市第七人民医院东住院部,34.71795,113.751419,河南省郑州市管城回族区明湖社区卫生服务中心,"""",",",[,],"[""河南省郑州市管城回族区郑州市第七人民医院东住院部"",113.751419,34.71795],"
河南省郑州市金水区河南省胸科医院-胸外科一病区,34.779046,113.709085,纬五路1号,"""",",",[,],"[""河南省郑州市金水区河南省胸科医院-胸外科一病区"",113.709085,34.779046],"
河南省郑州市金水区河南省胸科医院-住院部,34.779046,113.709085,纬五路1号,"""",",",[,],"[""河南省郑州市金水区河南省胸科医院-住院部"",113.709085,34.779046],"
河南省郑州市中牟县中牟县人民医院-急诊,34.726766,113.947699,兴安街与商都大道交叉口南200米,"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-急诊"",113.947699,34.726766],"
河南省郑州市中原区解放军第九八八医院-住院部,34.770622,113.54161,河南省郑州市中原区郑上路602号解放军第九八八医院内,"""",",",[,],"[""河南省郑州市中原区解放军第九八八医院-住院部"",113.54161,34.770622],"
河南省郑州市二七区郑州大学第五附属医院-住院部,34.749903,113.658393,河南省郑州市二七区康复前街3号郑州大学第五附属医院内,"""",",",[,],"[""河南省郑州市二七区郑州大学第五附属医院-住院部"",113.658393,34.749903],"
河南省郑州市金水区河南中医学院第一附属医院-儿科,34.764605,113.680445,人民路19号,"""",",",[,],"[""河南省郑州市金水区河南中医学院第一附属医院-儿科"",113.680445,34.764605],"
河南省郑州市管城回族区郑州市第三人民医院-住院部,34.750723,113.676298,南顺城街136号郑州市第三人民医院内,"""",",",[,],"[""河南省郑州市管城回族区郑州市第三人民医院-住院部"",113.676298,34.750723],"
河南省郑州市管城回族区明湖社区-卫生中心,34.718126,113.75142,河南省郑州市管城回族区经开第三大街58-72号(同盛药业有限公司东南),"""",",",[,],"[""河南省郑州市管城回族区明湖社区-卫生中心"",113.75142,34.718126],"
河南省郑州市金水区郑州颐和医院-住院部C,34.781527,113.752313,农业东路69号郑州颐和医院内,"""",",",[,],"[""河南省郑州市金水区郑州颐和医院-住院部C"",113.752313,34.781527],"
河南省郑州市新郑市新郑市人民医院-住院中心,34.41616,113.779874,人民医院住院中心,"""",",",[,],"[""河南省郑州市新郑市新郑市人民医院-住院中心"",113.779874,34.41616],"
河南省郑州市二七区郑州市第八人民医院-住院部,34.722964,113.630149,郑密路与航海路交叉口向南200米路西郑州市第八人民医院内,"""",",",[,],"[""河南省郑州市二七区郑州市第八人民医院-住院部"",113.630149,34.722964],"
河南省郑州市管城回族区郑州国际陆港联检中心,34.735542,113.811554,河南省郑州市管城回族区经北四路郑州国际陆港联检中心,"""",",",[,],"[""河南省郑州市管城回族区郑州国际陆港联检中心"",113.811554,34.735542],"
河南省郑州市管城回族区郑州中医骨伤病医院-门诊大楼,34.727474,113.746807,河南省郑州市管城回族区航海东路1266号,"""",",",[,],"[""河南省郑州市管城回族区郑州中医骨伤病医院-门诊大楼"",113.746807,34.727474],"
河南省郑州市金水区河南中医学院-高血压病研究所,34.770263,113.707197,河南省郑州市金水区东明路北63号,"""",",",[,],"[""河南省郑州市金水区河南中医学院-高血压病研究所"",113.707197,34.770263],"
河南省郑州市中原区河南中汇医院-急诊,34.719645,113.619274,河南省郑州市中原区桐柏南路158号,"""",",",[,],"[""河南省郑州市中原区河南中汇医院-急诊"",113.619274,34.719645],"
河南省郑州市中原区中国人民解放军第九八八医院空军医院院区-门诊,34.75825,113.629253,建设路街道友爱路42号,"""",",",[,],"[""河南省郑州市中原区中国人民解放军第九八八医院空军医院院区-门诊"",113.629253,34.75825],"
河南省郑州市巩义市瑞康医院-住院部,34.759922,113.024923,郑州市巩义市嵩山路与健康路交叉路口往西北约50米(瑞康医院),"""",",",[,],"[""河南省郑州市巩义市瑞康医院-住院部"",113.024923,34.759922],"
河南省郑州市金水区郑州市儿童医院-住院部,34.77457,113.664218,河南省郑州市金水区岗杜街255号郑州市儿童医院内,"""",",",[,],"[""河南省郑州市金水区郑州市儿童医院-住院部"",113.664218,34.77457],"
河南省郑州市金水区惠济区颐和老年公寓,34.805923,113.626853,刘寨街道沙口路122号,"""",",",[,],"[""河南省郑州市金水区惠济区颐和老年公寓"",113.626853,34.805923],"
河南省郑州市二七区河南省郑州市精神病医院-郑州精神卫生中心,34.759971,113.64588,郑州市建设东路34号附8号(公交医学院站),"""",",",[,],"[""河南省郑州市二七区河南省郑州市精神病医院-郑州精神卫生中心"",113.64588,34.759971],"
河南省郑州市中原区中国人民解放军第九八八医院空军医院东区-感染科,34.758279,113.629144,互助路10号153医院,"""",",",[,],"[""河南省郑州市中原区中国人民解放军第九八八医院空军医院东区-感染科"",113.629144,34.758279],"
河南省郑州市金水区郑州圣玛妇产医院1号综合楼,34.791277,113.719596,"郑东新区农业东路3号(农业路与中州大道交汇处向东300米路南,北大附中幼儿园正对面)","""",",",[,],"[""河南省郑州市金水区郑州圣玛妇产医院1号综合楼"",113.719596,34.791277],"
河南省郑州市中牟县中牟县人民医院-儿科,34.726937,114.035832,郑州市中牟县解放南路与城河街交叉路口往南约100米(中牟县人民医院),"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-儿科"",114.035832,34.726937],"
河南省郑州市金水区河南省煤炭总医院-住院部,34.814574,113.672295,文化北路77号河南省煤炭总医院住院部,"""",",",[,],"[""河南省郑州市金水区河南省煤炭总医院-住院部"",113.672295,34.814574],"
河南省郑州市新密市郑煤集团总医院-急诊站,34.51991,113.402566,河南省郑州市新密市矿区街道新岗路郑煤集团总医院,"""",",",[,],"[""河南省郑州市新密市郑煤集团总医院-急诊站"",113.402566,34.51991],"
河南省郑州市金水区北京心脏联盟郑州颐和医院心脏中心,34.782316,113.756224,郑州市金水区平安大道与农业东路交叉路口西侧(郑州颐和医院),"""",",",[,],"[""河南省郑州市金水区北京心脏联盟郑州颐和医院心脏中心"",113.756224,34.782316],"
河南省郑州市金水区郑州市第九人民医院-精神病区,34.793587,113.636736,河南省郑州市金水区沙口路郑州市第九人民医院,"""",",",[,],"[""河南省郑州市金水区郑州市第九人民医院-精神病区"",113.636736,34.793587],"
河南省郑州市金水区河南省人民医院-准分子近视治疗中心,34.777451,113.699671,纬五路7号河南省人民医院1层,"""",",",[,],"[""河南省郑州市金水区河南省人民医院-准分子近视治疗中心"",113.699671,34.777451],"
河南省郑州市新密市新华医院-住院部,34.538436,113.412533,嵩山大道高速路口西边新密市新华医院,"""",",",[,],"[""河南省郑州市新密市新华医院-住院部"",113.412533,34.538436],"
河南省郑州市新密市杨元璋疑难眼病研究所,34.53648,113.379985,郑州市新密市,"""",",",[,],"[""河南省郑州市新密市杨元璋疑难眼病研究所"",113.379985,34.53648],"
河南省郑州市金水区河南省中医院-3住院部,34.807656,113.65536,东风路122号河南省中医院3住院部,"""",",",[,],"[""河南省郑州市金水区河南省中医院-3住院部"",113.65536,34.807656],"
河南省郑州市中牟县中牟县妇幼保健院-住院部,34.745696,114.030347,郑州市中牟县卫民路与深发路交叉路口往西约100米(中牟县妇幼保健院),"""",",",[,],"[""河南省郑州市中牟县中牟县妇幼保健院-住院部"",114.030347,34.745696],"
河南省郑州市金水区河南中医学院第一附属医院-内科,34.764511,113.680697,人民路19号附近,"""",",",[,],"[""河南省郑州市金水区河南中医学院第一附属医院-内科"",113.680697,34.764511],"
